Country,variable,FALSE_development,FALSE_humanitarian,TRUE_development,TRUE_humanitarian,FALSE_total,TRUE_total,seasonal,trend,random,FALSE_total_adjusted,year,month
Cameroon,2019-05,33651161.9440829,21392168.0767592,0,0,55043330.0208421,0,0.338952725531879,114656908.557998,1.41633289412527,162392351.129406,2019,May
Cameroon,2019-06,56003991.0968692,12048560.4889183,0,0,68052551.5857875,0,0.804746699087078,115861140.721024,0.729873186858981,84563940.0111709,2019,Jun
Cameroon,2019-07,31562228.9921818,26808441.8597204,0,0,58370670.8519022,0,0.323059073708396,118356426.638115,1.52658466866217,180681106.343385,2019,Jul
Cameroon,2019-08,18443794.6614175,12000154.5739,0,0,30443949.2353175,0,0.193907456542802,122883988.007833,1.27764788982598,157002467.971609,2019,Aug
Cameroon,2019-09,93433646.3650067,8298657.74938885,0,0,101732304.114396,0,0.7685609041877,128512267.928266,1.02999710569664,132367264.012626,2019,Sep
Cameroon,2019-10,25704742.4923541,24098411.5797681,0,0,49803154.0721222,0,0.259703518996022,131315780.573482,1.46036728001028,191769269.298523,2019,Oct
Cameroon,2019-11,15051858.9218352,13982910.1397873,0,0,29034769.0616226,0,0.257648938933506,132176081.92702,0.852583932445461,112691203.704572,2019,Nov
Cameroon,2019-12,782008293.287225,72071636.2308272,0,0,854079929.518052,0,7.00022055261362,141074337.921765,0.864845982226837,122007574.34695,2019,Dec
Cameroon,2020-01,30184452.367476,7629288.78613679,0,0,37813741.1536128,0,0.637291391643514,153766715.361317,0.385877323371942,59335088.5473201,2020,Jan
Cameroon,2020-02,123529529.581497,22705372.0950653,0,0,146234901.676562,0,0.265332246299826,,,551138822.046214,2020,Feb
Cameroon,2020-03,73322470.2958079,24147568.2956482,3601648.848,338557.825482824,97470038.5914561,3940206.67348282,0.832986971579975,,,117012680.770479,2020,Mar
Cameroon,2020-04,48584340.1621296,12573317.02566,4510854.071,858918.764,61157657.1877896,5369772.835,0.317589520875682,,,192568246.644792,2020,Apr
Cameroon,2020-05,35107545.2834607,13687756.846931,1891979.22,920485.038244,48795302.1303917,2812464.258244,0.338952725531879,,,143959019.812639,2020,May
Cameroon,2020-06,272364183.134038,15494540.2160944,8510830.7,256155.514,287858723.350132,8766986.214,0.804746699087078,,,357701030.245523,2020,Jun
Cameroon,2020-07,137078651.43664,6102906.20014604,14727378.338,915829.229083706,143181557.636786,15643207.5670837,0.323059073708396,,,443205497.970401,2020,Jul
Somalia,2016-01,21212568.15883,7125423.826,0,0,28337991.98483,0,0.323657940774252,,,87555373.7907374,2016,Jan
Somalia,2016-02,30787131.8987504,2300453.847884,0,0,33087585.7466344,0,0.408252506672635,,,81046864.8834685,2016,Feb
Somalia,2016-03,34091612.0609944,60000278.95396,0,0,94091891.0149544,0,1.05088043880867,,,89536247.4551543,2016,Mar
Somalia,2016-04,17980376.2982552,38278069.67125,0,0,56258445.9695052,0,0.598942649715661,,,93929604.1051895,2016,Apr
Somalia,2016-05,28693281.351926,13669419.83348,0,0,42362701.185406,0,0.601725377605392,,,70402051.7698478,2016,May
Somalia,2016-06,45870562.3253989,54266490.82984,0,0,100137053.155239,0,1.24825283298514,,,80221771.190189,2016,Jun
Somalia,2016-07,14839909.1692104,15741054.29355,0,0,30580963.4627604,0,0.481626256548458,123039682.264992,0.516054783268119,63495216.5646384,2016,Jul
Somalia,2016-08,24118475.1683369,6791684.331144,0,0,30910159.4994809,0,0.494794429678041,126798285.726323,0.492677878038362,62470710.3505469,2016,Aug
Somalia,2016-09,31359566.8738739,36265422.895686,0,0,67624989.7695599,0,1.40751149017027,135001474.94781,0.35589079081621,48045781.680531,2016,Sep
Somalia,2016-10,24126840.2113315,15802678.851992,0,0,39929519.0633235,0,0.511968674880298,144762078.014852,0.538760666424346,77992113.624255,2016,Oct
Somalia,2016-11,17853599.1608089,19515571.729516,0,0,37369170.8903249,0,0.465473425648939,153656944.248533,0.52247603908985,80282071.6096234,2016,Nov
Somalia,2016-12,502289114.033283,398781721.897383,0,0,901070835.930666,0,4.40691397651224,162312102.926411,1.2597183506604,204467534.59068,2016,Dec
Somalia,2017-01,27808595.8665624,29959155.132698,0,0,57767750.9992604,0,0.323657940774252,169969035.447256,1.05009691716848,178483960.137263,2017,Jan
Somalia,2017-02,49220124.3948014,44644185.409361,0,0,93864309.8041624,0,0.408252506672635,175910828.100082,1.30701044431031,229917289.594083,2017,Feb
Somalia,2017-03,38654904.6826462,191536803.590472,0,0,230191708.273118,0,1.05088043880867,195433474.851002,1.1208239792618,219046524.963462,2017,Mar
Somalia,2017-04,12885460.8678552,141527641.452496,0,0,154413102.320351,0,0.598942649715661,215099444.993467,1.19855955670766,257809495.439433,2017,Apr
Somalia,2017-05,25977163.8300384,131707670.612852,0,0,157684834.442891,0,0.601725377605392,220416659.598811,1.18890507783321,262054485.836061,2017,May
Somalia,2017-06,48891883.4534883,143646844.713329,0,0,192538728.166817,0,1.24825283298514,239787049.491447,0.643264840563332,154246578.160267,2017,Jun
Somalia,2017-07,29746200.0495905,92199468.901887,0,0,121945668.951477,0,0.481626256548458,256365366.076288,0.987635909230455,253195641.419953,2017,Jul
Somalia,2017-08,24046332.1972794,58102145.481294,0,0,82148477.6785734,0,0.494794429678041,255398785.720917,0.650063661837078,166025469.874482,2017,Aug
Somalia,2017-09,223596248.184415,261333945.42815,0,0,484930193.612565,0,1.40751149017027,254543075.386239,1.35352409069598,344530184.655118,2017,Sep
Somalia,2017-10,18892480.1124273,75715118.527048,0,0,94607598.6394753,0,0.511968674880298,251528360.681178,0.734675690245298,184791771.999713,2017,Oct
Somalia,2017-11,43471105.3768909,66833136.465525,0,0,110304241.842416,0,0.465473425648939,246258592.450152,0.962289904053534,236972157.301215,2017,Nov
Somalia,2017-12,606773853.980305,686251268.421544,0,0,1293025122.40185,0,4.40691397651224,253126934.466348,1.159135028667,293408296.439039,2017,Dec
Somalia,2018-01,27793471.0074752,35899591.5567782,0,0,63693062.5642534,0,0.323657940774252,261092213.916599,0.753723305606121,196791286.541239,2018,Jan
Somalia,2018-02,23485043.7550724,41256025.9551972,0,0,64741069.7102696,0,0.408252506672635,260019689.63287,0.609880538899724,158580948.437834,2018,Feb
Somalia,2018-03,28950577.324594,209827323.010153,0,0,238777900.334747,0,1.05088043880867,256307038.504798,0.886503160472837,227216999.685937,2018,Mar
Somalia,2018-04,14004752.7011883,59469004.6360707,0,0,73473757.337259,0,0.598942649715661,254009299.318755,0.482944687956152,122672441.797457,2018,Apr
Somalia,2018-05,43580068.314294,68569673.5670596,0,0,112149741.881354,0,0.601725377605392,255244699.036594,0.730202337530447,186380275.878776,2018,May
Somalia,2018-06,176434550.015431,226479479.101617,0,0,402914029.117048,0,1.24825283298514,237788010.9475,1.35743760082445,322782387.085394,2018,Jun
Somalia,2018-07,44578770.4963945,58158304.3108897,0,0,102737074.807284,0,0.481626256548458,220270176.802937,0.968414627360775,213312861.187308,2018,Jul
Somalia,2018-08,25669606.4647922,49946882.5484782,0,0,75616489.0132704,0,0.494794429678041,221331145.244491,0.690476934655826,152824050.71228,2018,Aug
Somalia,2018-09,204651203.790283,197707351.413859,0,0,402358555.204142,0,1.40751149017027,221141945.662091,1.29267742605564,285865201.111407,2018,Sep
Somalia,2018-10,28661848.8684642,93371647.7144008,0,0,122033496.582865,0,0.511968674880298,223612669.865944,1.06595595206998,238361256.401863,2018,Oct
Somalia,2018-11,52890717.4072395,59637219.7199059,0,0,112527937.127145,0,0.465473425648939,228198860.117705,1.05938054964224,241749433.859225,2018,Nov
Somalia,2018-12,420254415.459154,451586497.519729,0,0,871840912.978882,0,4.40691397651224,222484892.781359,0.889205510649599,197834792.69747,2018,Dec
Somalia,2019-01,23053736.5906224,41395515.9270816,0,0,64449252.5177041,0,0.323657940774252,217434482.562595,0.915805397636815,199127672.763192,2019,Jan
Somalia,2019-02,31954989.3297038,57493133.0244133,0,0,89448122.3541171,0,0.408252506672635,224730583.77607,0.974945162192804,219099995.449244,2019,Feb
Somalia,2019-03,54225856.4787351,155304201.234566,0,0,209530057.713302,0,1.05088043880867,225419127.998112,0.884509005668199,199385248.764203,2019,Mar
Somalia,2019-04,56044339.1497069,105974641.701471,0,0,162018980.851178,0,0.598942649715661,223499304.640301,1.21033190073903,270508338.199148,2019,Apr
Somalia,2019-05,46284991.7229542,87388092.6867257,0,0,133673084.40968,0,0.601725377605392,228377806.774446,0.972728730039179,222149653.95284,2019,May
Somalia,2019-06,92331086.3704428,151924384.145995,0,0,244255470.516438,0,1.24825283298514,219583078.368868,0.891133704015055,195677881.965877,2019,Jun
Somalia,2019-07,45624578.2914482,94561209.8661019,0,0,140185788.15755,0,0.481626256548458,210358158.066913,1.38367620734444,291067578.337988,2019,Jul
Somalia,2019-08,42442807.1480024,170831397.638409,0,0,213274204.786412,0,0.494794429678041,213113744.599697,2.02256305267252,431035985.844035,2019,Aug
Somalia,2019-09,81943114.5267857,199282786.233217,0,0,281225900.760003,0,1.40751149017027,234047264.964709,0.85368921963596,199803626.985653,2019,Sep
Somalia,2019-10,67233443.6060035,129856946.83353,0,0,197090390.439534,0,0.511968674880298,253869993.97263,1.51638921846416,384965721.751657,2019,Oct
Somalia,2019-11,70311083.1141132,84244011.3758575,0,0,154555094.489971,0,0.465473425648939,253148538.774406,1.31163503441817,332038492.368276,2019,Nov
Somalia,2019-12,367969882.115862,250770391.766313,0,0,618740273.882175,0,4.40691397651224,256338076.729327,0.547722637226786,140402167.407829,2019,Dec
Somalia,2020-01,45747488.2091665,50404316.1583252,0,0,96151804.3674917,0,0.323657940774252,261476848.069798,1.13615590679237,297078465.423953,2020,Jan
Somalia,2020-02,37344183.7031182,86535463.5880274,0,0,123879647.291146,0,0.408252506672635,,,303438791.59689,2020,Feb
Somalia,2020-03,585952343.452663,91550678.0839059,4093824.467,2666476.5345,677503021.536569,6760301.0015,1.05088043880867,,,644700383.142176,2020,Mar
Somalia,2020-04,108486838.587138,61304674.6308642,4140474.408,12384536.617,169791513.218002,16525011.025,0.598942649715661,,,283485427.692632,2020,Apr
Somalia,2020-05,27555934.5431893,81029692.742286,4171060.615,13037395.46044,108585627.285475,17208456.07544,0.601725377605392,,,180457117.693123,2020,May
Somalia,2020-06,219965847.747933,125925990.810832,7234690.427,10408392.672,345891838.558765,17643083.099,1.24825283298514,,,277100783.926587,2020,Jun
Somalia,2020-07,57209590.4385293,104670341.847991,16082270.177,18976047.6845,161879932.286521,35058317.8615,0.481626256548458,,,336111102.925788,2020,Jul
