Year	Sector	Chapter	Departement	Type	Value
2019	Security Sector	Ministry of National Security	Police Force	Other expenses	8421277
2019	Security Sector	Ministry of National Security	National Security Force	Wages & salaries	6634786
2019	Security Sector	Ministry of National Security	National Security Force	General expenses	1613913
2019	Security Sector	Ministry of National Security	National Security Force	Specialized materials and services	3752923
2019	Security Sector	Ministry of National Security	National Security Force	Other expenses	752940
2019	Security Sector	Ministry of National Security	Immigration Department	Wages & salaries	3156840
2019	Security Sector	Ministry of National Security	Immigration Department	General expenses	1438724
2019	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Wages & salaries	792237
2019	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Other employee costs	274043
2019	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	General expenses	45659
2019	Economic Sector	Ministry of Mineral	Ministry of Mineral	Wages & salaries	833472
2019	Economic Sector	Ministry of Mineral	Ministry of Mineral	General expenses	39394
2019	Economic Sector	Ministry of Mineral	Ministry of Mineral	Specialized materials and services	50000
2019	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Wages & salaries	859301
2019	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Other employee costs	210774
2019	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	General expenses	62624
2019	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Specialized materials and services	0
2019	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Wages & salaries	799585
2019	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	General expenses	56950
2019	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Specialized materials and services	69976
2019	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Wages & salaries	1110490
2019	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	General expenses	226631
2019	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Education and training expenses	0
2019	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Specialized materials and services	117042
2019	Economic Sector	Ministry of Fisheries	Somali Marine Research	Wages & salaries	416986
2019	Economic Sector	Ministry of Fisheries	Somali Marine Research	General expenses	78993
2019	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	Wages & salaries	50976
2019	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	General expenses	30167
2019	Economic Sector	Ministry of Information 	Ministry of Information 	Wages & salaries	2663986
2019	Economic Sector	Ministry of Information 	Ministry of Information 	General expenses	1731301
2019	Economic Sector	Ministry of Information 	Ministry of Information 	Education and training expenses	7655
2019	Economic Sector	Ministry of Information 	Ministry of Information 	Specialized materials and services	233600
2019	Economic Sector	Ministry of Information 	Ministry of Information 	Other expenses	120000
2019	Economic Sector	Ministry of Information 	Ministry of Information 	Fixed assets acquisition	92168
2019	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Wages & salaries	1149795
2019	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	General expenses	176405
2019	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Consulting and professional fees	71200
2019	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Specialized materials and services	245155
2019	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Other expenses	21982
2019	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Wages & salaries	501050
2019	Economic Sector	Post and Telecomuniction 	ICT Sector Support	General expenses	208167
2019	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Education and training expenses	0
2019	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Consulting and professional fees	0
2019	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Specialized materials and services	0
2019	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Other expenses	31014
2019	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Fixed assets acquisition	282945
2019	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Wages & salaries	911592
2019	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Other employee costs	85860
2019	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	General expenses	105055
2019	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Wages & salaries	1341077
2019	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	General expenses	152889
2019	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Specialized materials and services	319540
2019	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Other expenses	122895
2019	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Wages & salaries	2229289
2019	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	General expenses	501927
2019	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Other expenses	246600
2019	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Fixed assets acquisition	0
2019	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	Wages & salaries	1052513
2019	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	General expenses	42535
2019	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	Specialized materials and services	83900
2019	Economic Sector	Ministry of Transport and Ports	Hamar Port 	Wages & salaries	916800
2019	Economic Sector	Ministry of Transport and Ports	Hamar Port 	General expenses	93975
2019	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	Wages & salaries	2021201
2019	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	General expenses	138755
2019	Social Sector	Ministry of Health 	Ministry of Health 	Wages & salaries	1108206
2019	Social Sector	Ministry of Health 	Ministry of Health 	Other employee costs	1131360
2019	Social Sector	Ministry of Health 	Ministry of Health 	General expenses	278242
2019	Social Sector	Ministry of Health 	Ministry of Health 	Consulting and professional fees	33320
2019	Social Sector	Ministry of Health 	Ministry of Health 	Specialized materials and services	87713
2019	Social Sector	Ministry of Health 	Ministry of Health 	Fixed assets acquisition	0
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Wages & salaries	1710649
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other employee costs	4420030
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	General expenses	312986
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Education and training expenses	1256397
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Consulting and professional fees	0
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Finance costs	0
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Specialized materials and services	0
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other expenses	0
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Fixed assets acquisition	875379
2019	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	To other General Government Units	0
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	Wages & salaries	411281
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	Other employee costs	3230613
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	General expenses	59974
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	Education and training expenses	168966
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	Specialized materials and services	0
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	Other expenses	0
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	Fixed assets acquisition	0
2019	Social Sector	Ministry of Education and Higher Education	Somali National University	To International Organizations	0
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Wages & salaries	435256
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Other employee costs	0
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	General expenses	74339
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Education and training expenses	80000
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Specialized materials and services	0
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Other expenses	0
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Fixed assets acquisition	258562
2019	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	To International Organizations	0
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Wages & salaries	206200
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Other employee costs	0
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	General expenses	35189
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Education and training expenses	0
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Specialized materials and services	0
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Other expenses	0
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Fixed assets acquisition	0
2019	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	To International Organizations	0
2019	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Wages & salaries	1305250
2019	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Other employee costs	102420
2019	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	General expenses	117170
2019	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Other expenses	0
2019	Social Sector	Ministry of Youth and Sport	Ministry of Youth and Sport	Wages & salaries	533183
2019	Social Sector	Ministry of Youth and Sport	Ministry of Youth and Sport	General expenses	133236
2019	Social Sector	Ministry of Women and Human Rights Dev.	Ministry of Women and Human Rights Dev.	Wages & salaries	803964
2019	Social Sector	Ministry of Women and Human Rights Dev.	Ministry of Women and Human Rights Dev.	General expenses	81173
2019	Social Sector	Ministry of Women and Human Rights Dev.	#N/A	Wages & salaries	0
2019	Social Sector	Ministry of Women and Human Rights Dev.	#N/A	General expenses	0
2019	#N/A	#N/A	Capacity Injection Project	Wages & salaries	208620
2019	#N/A	#N/A	Capacity Injection Project	General expenses	188968
2019	#N/A	#N/A	Capacity Injection Project	Education and training expenses	111270
2019	#N/A	#N/A	Capacity Injection Project	Consulting and professional fees	619304
2019	#N/A	#N/A	Capacity Injection Project	Finance costs	21723
2019	#N/A	#N/A	Capacity Injection Project	Other expenses	25438
2019	#N/A	#N/A	Capacity Injection Project	Fixed assets acquisition	647106
2019	#N/A	#N/A	Capacity Injection Project	Social benefits	0
2019	#N/A	#N/A	Special Financing Facility (SFF)	General expenses	57386
2019	#N/A	#N/A	Special Financing Facility (SFF)	Education and training expenses	0
2019	#N/A	#N/A	Special Financing Facility (SFF)	Consulting and professional fees	651991
2019	#N/A	#N/A	Special Financing Facility (SFF)	Finance costs	25721
2019	#N/A	#N/A	Special Financing Facility (SFF)	Fixed assets acquisition	786873
2019	#N/A	#N/A	Public Finance Management (PFM)	General expenses	290452
2019	#N/A	#N/A	Public Finance Management (PFM)	Education and training expenses	86545
2019	#N/A	#N/A	Public Finance Management (PFM)	Consulting and professional fees	1275845
2019	#N/A	#N/A	Public Finance Management (PFM)	Finance costs	11910
2019	#N/A	#N/A	Public Finance Management (PFM)	Other expenses	0
2019	#N/A	#N/A	Public Finance Management (PFM)	Fixed assets acquisition	914927
2019	#N/A	#N/A	Economic and Financial Governance (EFGP)	Wages & salaries	29800
2019	#N/A	#N/A	Economic and Financial Governance (EFGP)	General expenses	34116
2019	#N/A	#N/A	Economic and Financial Governance (EFGP)	Education and training expenses	104360
2019	#N/A	#N/A	Economic and Financial Governance (EFGP)	Consulting and professional fees	586814
2019	#N/A	#N/A	Economic and Financial Governance (EFGP)	Finance costs	11824
2019	#N/A	#N/A	Economic and Financial Governance (EFGP)	Fixed assets acquisition	1132919
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	Wages & salaries	31333
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	General expenses	291724
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	Education and training expenses	138108
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	Consulting and professional fees	560886
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	Finance costs	274073
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	Other expenses	0
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	Fixed assets acquisition	50640
2019	#N/A	#N/A	Recurrent Costs & Reform Financing Project (RCRF)	#N/A	0
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	Wages & salaries	3600
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	General expenses	182039
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	Education and training expenses	21664
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	Consulting and professional fees	1365846
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	Finance costs	30531
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	Specialized materials and services	0
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	Fixed assets acquisition	440976
2019	#N/A	#N/A	Somali Core Economic Institutions and Opp. Prg (SCORE) 	To private enterprises	0
2019	#N/A	#N/A	Support to Stabilization (S2S) Project	Wages & salaries	119200
2019	#N/A	#N/A	Support to Stabilization (S2S) Project	General expenses	46809
2019	#N/A	#N/A	Support to Stabilization (S2S) Project	Education and training expenses	265948
2019	#N/A	#N/A	Support to Stabilization (S2S) Project	Consulting and professional fees	405430
2019	#N/A	#N/A	Support to Stabilization (S2S) Project	Finance costs	35119
2019	#N/A	#N/A	Support to Stabilization (S2S) Project	To other General Government Units	214000
2019	#N/A	#N/A	Somali Urban Investment Planning Project	General expenses	45152
2019	#N/A	#N/A	Somali Urban Investment Planning Project	Education and training expenses	0
2019	#N/A	#N/A	Somali Urban Investment Planning Project	Consulting and professional fees	1567573
2019	#N/A	#N/A	Somali Urban Investment Planning Project	Finance costs	16836
2019	#N/A	#N/A	Somali Urban Investment Planning Project	Specialized materials and services	12632
2019	#N/A	#N/A	Somali Urban Investment Planning Project	Other expenses	72631
2019	#N/A	#N/A	Somali Urban Investment Planning Project	Fixed assets acquisition	1333921
2019	#N/A	#N/A	Somali Petroleum Technical Assistance Project (SOPTAP)	General expenses	1084
2019	#N/A	#N/A	Somali Petroleum Technical Assistance Project (SOPTAP)	Consulting and professional fees	258422
2019	#N/A	#N/A	Somali Petroleum Technical Assistance Project (SOPTAP)	Finance costs	1836
2019	#N/A	#N/A	Somali Petroleum Technical Assistance Project (SOPTAP)	Fixed assets acquisition	2235
2019	#N/A	#N/A	ICT Sector Support	General expenses	220438
2019	#N/A	#N/A	ICT Sector Support	Education and training expenses	96915
2019	#N/A	#N/A	ICT Sector Support	Consulting and professional fees	359650
2019	#N/A	#N/A	ICT Sector Support	Finance costs	19704
2019	#N/A	#N/A	ICT Sector Support	Fixed assets acquisition	840832
2019	#N/A	#N/A	#N/A	Wages & salaries	0
2019	#N/A	#N/A	#N/A	General expenses	105477
2019	#N/A	#N/A	#N/A	Education and training expenses	0
2019	#N/A	#N/A	#N/A	Consulting and professional fees	46430
2019	#N/A	#N/A	#N/A	Finance costs	3160
2019	#N/A	#N/A	#N/A	Fixed assets acquisition	23054
2019	#N/A	#N/A	#N/A	General expenses	0
2019	#N/A	#N/A	#N/A	Education and training expenses	0
2019	#N/A	#N/A	#N/A	Consulting and professional fees	0
2019	#N/A	#N/A	#N/A	Finance costs	0
2019	#N/A	#N/A	#N/A	Fixed assets acquisition	0
2020	Administration Sector 	Office of the Presidency	Office of the Presidency	Wages & salaries	1479220
2020	Administration Sector 	Office of the Presidency	Office of the Presidency	Other employee costs	49295
2020	Administration Sector 	Office of the Presidency	Office of the Presidency	General expenses	662921
2020	Administration Sector 	Office of the Presidency	Office of the Presidency	Other expenses	220484
2020	Administration Sector 	Office of the Parliament	Office of the Parliament	Wages & salaries	1138657
2020	Administration Sector 	Office of the Parliament	Office of the Parliament	General expenses	354232
2020	Administration Sector 	Office of the Parliament	Office of the Parliament	Other expenses	217890
2020	Administration Sector 	Office of the Parliament	Office of the Parliament	Fixed assets acquisition	0
2020	Administration Sector 	Office of the Parliament	Office of the Parliament	To International Organizations	0
2020	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Wages & salaries	6621000
2020	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Specialized materials and services	95000
2020	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Other expenses	137376
2020	Administration Sector 	Office of the Parliament	Office of the Senate	Wages & salaries	1297360
2020	Administration Sector 	Office of the Parliament	Office of the Senate	General expenses	117736
2020	Administration Sector 	Office of the Parliament	Office of the Senate	Specialized materials and services	22500
2020	Administration Sector 	Office of the Parliament	Office of the Senate	Other expenses	51223
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Wages & salaries	886479
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other employee costs	475000
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	General expenses	560251
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Education and training expenses	0
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Consulting and professional fees	166760
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Finance costs	7514
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other expenses	304405
2020	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Fixed assets acquisition	664329
2020	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Wages & salaries	752061
2020	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	General expenses	204363
2020	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Consulting and professional fees	0
2020	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Other expenses	15660
2020	Administration Sector 	Ministry of Foreign Affairs	Embassies	Wages & salaries	1737625
2020	Administration Sector 	Ministry of Foreign Affairs	Embassies	General expenses	44000
2020	Administration Sector 	Ministry of Foreign Affairs	Embassies	Fixed assets acquisition	483004
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Wages & salaries	2798078
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other employee costs	117700
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	General expenses	755502
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Education and training expenses	104124
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Consulting and professional fees	2225812
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Finance costs	145575
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other expenses	324328
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Fixed assets acquisition	805422
2020	Administration Sector 	Finance and Other Department 	Ministry of Finance 	To private enterprises	0
2020	Administration Sector 	Finance and Other Department 	Accountant General	Wages & salaries	463955
2020	Administration Sector 	Finance and Other Department 	Accountant General	Other employee costs	131975
2020	Administration Sector 	Finance and Other Department 	Accountant General	General expenses	186466
2020	Administration Sector 	Finance and Other Department 	Accountant General	Other expenses	8000
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	Other employee costs	0
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	Finance costs	1616514
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	Specialized materials and services	664675
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	Other expenses	58534
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	Fixed assets acquisition	453359
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	To International Organizations	299608
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	To other General Government Units	25163809
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	Contingency - Operating & Capital Expenses	0
2020	Administration Sector 	Finance and Other Department 	Other Activities of the State	To non-residents	5938602
2020	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Wages & salaries	169484
2020	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	General expenses	22492
2020	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Education and training expenses	0
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	Wages & salaries	562807
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	Other employee costs	85125
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	General expenses	76875
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	Education and training expenses	0
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	Consulting and professional fees	76743
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	Specialized materials and services	0
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	Other expenses	0
2020	Administration Sector 	Ministry of Planning	Ministry of Planning	Fixed assets acquisition	1069401
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Wages & salaries	661195
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	General expenses	90664
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Education and training expenses	6258
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Consulting and professional fees	308845
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Finance costs	0
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Specialized materials and services	0
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Other expenses	18496
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Fixed assets acquisition	502466
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	To other General Government Units	1442005
2020	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	To Foreign Governments 	0
2020	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	Wages & salaries	208696
2020	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	General expenses	0
2020	Administration Sector 	Ministry of Religious Affairs	Ministry of Religious Affairs	Wages & salaries	385077
2020	Administration Sector 	Ministry of Religious Affairs	Ministry of Religious Affairs	General expenses	15996
2020	Administration Sector 	Ministry of Justice	Ministry of Justice	Wages & salaries	218592
2020	Administration Sector 	Ministry of Justice	Ministry of Justice	General expenses	0
2020	Administration Sector 	Ministry of Justice	Ministry of Justice	Specialized materials and services	0
2020	Administration Sector 	Ministry of Justice	Ministry of Justice	Other expenses	0
2020	Administration Sector 	Ministry of Justice	Custodian Corps	Wages & salaries	2390410
2020	Administration Sector 	Ministry of Justice	Custodian Corps	General expenses	60425
2020	Administration Sector 	Ministry of Justice	Custodian Corps	Specialized materials and services	89870
2020	Administration Sector 	Ministry of Justice	Custodian Corps	Other expenses	616640
2020	Administration Sector 	Supreme Court  	Supreme Court  	Wages & salaries	216655
2020	Administration Sector 	Supreme Court  	Supreme Court  	General expenses	27301
2020	Administration Sector 	Supreme Court  	Supreme Court  	Other expenses	23990
2020	Administration Sector 	Supreme Court  	Banadir Court	Wages & salaries	519348
2020	Administration Sector 	Supreme Court  	Banadir Court	General expenses	31053
2020	Administration Sector 	Supreme Court  	Appeal Court	Wages & salaries	107820
2020	Administration Sector 	Supreme Court  	Appeal Court	General expenses	6496
2020	Administration Sector 	Supreme Court  	Judiciary Service Committee	Wages & salaries	27930
2020	Administration Sector 	Supreme Court  	Judiciary Service Committee	General expenses	12989
2020	Administration Sector 	Attorney General	Attorney General	Wages & salaries	339475
2020	Administration Sector 	Attorney General	Attorney General	General expenses	51959
2020	Administration Sector 	Solicitor General	Solicitor General	Wages & salaries	142225
2020	Administration Sector 	Solicitor General	Solicitor General	General expenses	33979
2020	Administration Sector 	Auditor General	Auditor General	Wages & salaries	449546
2020	Administration Sector 	Auditor General	Auditor General	General expenses	56947
2020	Administration Sector 	Auditor General	Auditor General	Specialized materials and services	119645
2020	Administration Sector 	Ministry of Humanitarian Affairs and Disaster Management	Ministry of Humanitarian Affairs and Disaster Management	Wages & salaries	355806
2020	Administration Sector 	Ministry of Humanitarian Affairs and Disaster Management	Ministry of Humanitarian Affairs and Disaster Management	General expenses	0
2020	Administration Sector 	Ministry of Constitution	Ministry of Constitution	Wages & salaries	119350
2020	Administration Sector 	Ministry of Constitution	Ministry of Constitution	General expenses	0
2020	Administration Sector 	Ministry of Constitution	Ministry of Constitution	Education and training expenses	0
2020	Administration Sector 	Ministry of Constitution	Ministry of Constitution	Other expenses	0
2020	Administration Sector 	Special Commissions	Boundaries and Federation Commision	Wages & salaries	187960
2020	Administration Sector 	Special Commissions	Boundaries and Federation Commision	General expenses	11618
2020	Administration Sector 	Special Commissions	National Reconciliation Commission 	Wages & salaries	151805
2020	Administration Sector 	Special Commissions	National Reconciliation Commission 	General expenses	0
2020	Administration Sector 	Special Commissions	National Independent Electoral Commission	Wages & salaries	594131
2020	Administration Sector 	Special Commissions	National Independent Electoral Commission	General expenses	48084
2020	Administration Sector 	Special Commissions	National Independent Electoral Commission	Specialized materials and services	30000
2020	Administration Sector 	Special Commissions	Human Rights Commision	General expenses	0
2020	Administration Sector 	Special Commissions	Independent Constitution Review and Implementation Commission	Wages & salaries	209970
2020	Administration Sector 	Special Commissions	Independent Constitution Review and Implementation Commission	General expenses	7416
2020	Administration Sector 	Special Commissions	National Civil Service Commission	Wages & salaries	270595
2020	Administration Sector 	Special Commissions	National Civil Service Commission	Other employee costs	171020
2020	Administration Sector 	Special Commissions	National Civil Service Commission	General expenses	18860
2020	Administration Sector 	Special Commissions	National Independent Anti-Corruption Commission	General expenses	0
2020	Security Sector	Ministry of Defence	Ministry of Defence	Wages & salaries	293973
2020	Security Sector	Ministry of Defence	Ministry of Defence	General expenses	23365
2020	Security Sector	Ministry of Defence	Ministry of Defence	Specialized materials and services	0
2020	Security Sector	Ministry of Defence	Ministry of Defence	Other expenses	9475
2020	Security Sector	Ministry of Defence	Armed Forces	Wages & salaries	28028328
2020	Security Sector	Ministry of Defence	Armed Forces	General expenses	686036
2020	Security Sector	Ministry of Defence	Armed Forces	Specialized materials and services	423261
2020	Security Sector	Ministry of Defence	Armed Forces	Other expenses	1447692
2020	Security Sector	Ministry of Defence	Military Court	Wages & salaries	392500
2020	Security Sector	Ministry of Defence	Military Court	General expenses	73578
2020	Security Sector	Ministry of Defence	Military Court	Other expenses	30000
2020	Security Sector	Ministry of Defence	Orphans	Wages & salaries	20000
2020	Security Sector	Ministry of Defence	Orphans	General expenses	0
2020	Security Sector	Ministry of National Security	Ministry of National Security	Wages & salaries	341970
2020	Security Sector	Ministry of National Security	Ministry of National Security	General expenses	0
2020	Security Sector	Ministry of National Security	Ministry of National Security	Specialized materials and services	0
2020	Security Sector	Ministry of National Security	Ministry of National Security	Other expenses	128550
2020	Security Sector	Ministry of National Security	Police Force	Wages & salaries	14568222
2020	Security Sector	Ministry of National Security	Police Force	General expenses	182360
2020	Security Sector	Ministry of National Security	Police Force	Specialized materials and services	260778
2020	Security Sector	Ministry of National Security	Police Force	Other expenses	1266611
2020	Security Sector	Ministry of National Security	National Security Force	Wages & salaries	3156194
2020	Security Sector	Ministry of National Security	National Security Force	General expenses	393599
2020	Security Sector	Ministry of National Security	National Security Force	Specialized materials and services	1491624
2020	Security Sector	Ministry of National Security	National Security Force	Other expenses	188235
2020	Security Sector	Ministry of National Security	Immigration Department	Wages & salaries	1315350
